Charlson comorbidity index and Read codes in CPRD,,,
Charlson_index,Medcode,Readcode,Readterm
1,17859,C109.12,Type 2 diabetes mellitus
1,25627,C10F700,Type 2 diabetes mellitus - poor control
1,45913,C109712,Type 2 diabetes mellitus - poor control
1,59253,C10FG00,Type 2 diabetes mellitus with arthropathy
1,49869,C109G12,Type 2 diabetes mellitus with arthropathy
2,44779,C109E12,Type 2 diabetes mellitus with diabetic cataract
2,44982,C10FE00,Type 2 diabetes mellitus with diabetic cataract
1,12736,C10F500,Type 2 diabetes mellitus with gangrene
2,63690,C10FR00,Type 2 diabetes mellitus with gastroparesis
1,46917,C10FD00,Type 2 diabetes mellitus with hypoglycaemic coma
1,61071,C109D12,Type 2 diabetes mellitus with hypoglycaemic coma
1,32627,C10FN00,Type 2 diabetes mellitus with ketoacidosis
1,51756,C10FP00,Type 2 diabetes mellitus with ketoacidotic coma
2,62674,C10FA00,Type 2 diabetes mellitus with mononeuropathy
2,12640,C10FC00,Type 2 diabetes mellitus with nephropathy
2,24836,C109C12,Type 2 diabetes mellitus with nephropathy
2,45919,C109212,Type 2 diabetes mellitus with neurological complications
2,34268,C10F200,Type 2 diabetes mellitus with neurological complications
2,35385,C10FH00,Type 2 diabetes mellitus with neuropathic arthropathy
2,66965,C109H12,Type 2 diabetes mellitus with neuropathic arthropathy
2,47321,C10F100,Type 2 diabetes mellitus with ophthalmic complications
2,70316,C109112,Type 2 diabetes mellitus with ophthalmic complications
1,60699,C109F12,Type 2 diabetes mellitus with peripheral angiopathy
1,37806,C10FF00,Type 2 diabetes mellitus with peripheral angiopathy
1,18390,C10FM00,Type 2 diabetes mellitus with persistent microalbuminuria
1,26054,C10FL00,Type 2 diabetes mellitus with persistent proteinuria
2,18425,C10FB00,Type 2 diabetes mellitus with polyneuropathy
2,18777,C10F000,Type 2 diabetes mellitus with renal complications
2,18209,C109012,Type 2 diabetes mellitus with renal complications
2,18496,C10F600,Type 2 diabetes mellitus with retinopathy
2,42762,C109612,Type 2 diabetes mellitus with retinopathy
1,49074,C10F400,Type 2 diabetes mellitus with ulcer
1,65704,C109412,Type 2 diabetes mellitus with ulcer
1,47954,C10F900,Type 2 diabetes mellitus without complication
1,24423,C108.13,Type I diabetes mellitus
1,12455,C10E.11,Type I diabetes mellitus
1,46850,C108811,Type I diabetes mellitus - poor control
1,63017,C108911,Type I diabetes mellitus maturity onset
2,17545,C108F11,Type I diabetes mellitus with diabetic cataract
1,42729,C108E11,Type I diabetes mellitus with hypoglycaemic coma
1,62209,C10EM11,Type I diabetes mellitus with ketoacidosis
1,66145,C10EN11,Type I diabetes mellitus with ketoacidotic coma
2,99231,C108B11,Type I diabetes mellitus with mononeuropathy
2,66872,C108D11,Type I diabetes mellitus with nephropathy
2,49146,C108211,Type I diabetes mellitus with neurological complications
2,61344,C108011,Type I diabetes mellitus with renal complications
2,38161,C108711,Type I diabetes mellitus with retinopathy
1,51957,C108511,Type I diabetes mellitus with ulcer
1,22884,C10F.11,Type II diabetes mellitus
1,18219,C109.13,Type II diabetes mellitus
1,24458,C109711,Type II diabetes mellitus - poor control
1,47315,C10F711,Type II diabetes mellitus - poor control
1,18143,C109G11,Type II diabetes mellitus with arthropathy
2,48192,C109E11,Type II diabetes mellitus with diabetic cataract
1,62107,C109511,Type II diabetes mellitus with gangrene
1,56268,C109D11,Type II diabetes mellitus with hypoglycaemic coma
2,50813,C109A11,Type II diabetes mellitus with mononeuropathy
2,64571,C109C11,Type II diabetes mellitus with nephropathy
2,102201,C10FC11,Type II diabetes mellitus with nephropathy
2,67905,C109211,Type II diabetes mellitus with neurological complications
2,47816,C109H11,Type II diabetes mellitus with neuropathic arthropathy
2,59725,C109111,Type II diabetes mellitus with ophthalmic complications
1,54899,C109F11,Type II diabetes mellitus with peripheral angiopathy
1,60796,C10FL11,Type II diabetes mellitus with persistent proteinuria
2,47409,C109B11,Type II diabetes mellitus with polyneuropathy
2,50527,C10FB11,Type II diabetes mellitus with polyneuropathy
2,50225,C109011,Type II diabetes mellitus with renal complications
2,57278,C10F011,Type II diabetes mellitus with renal complications
2,58604,C109611,Type II diabetes mellitus with retinopathy
2,49655,C10F611,Type II diabetes mellitus with retinopathy
1,55075,C109411,Type II diabetes mellitus with ulcer
1,43089,E004000,Uncomplicated arteriosclerotic dementia
1,42602,E001000,Uncomplicated presenile dementia
1,7323,E000.00,Uncomplicated senile dementia
1,28366,J12yy00,Unspec duodenal ulcer; unspec haemorrhage and/or perforation
1,94397,J11yy00,Unspec gastric ulcer; unspec haemorrhage and/or perforation
2,103353,B62z300,Unspec malig neop lymphoid/histiocytic intra-abdominal nodes
2,107638,B62z400,Unspec malig neop lymphoid/histiocytic lymph node axilla/arm
2,64427,B62z100,Unspec malig neop lymphoid/histiocytic lymph node head/neck
2,71609,B62z500,Unspec malig neop lymphoid/histiocytic nodes inguinal/leg
2,109342,B62z600,Unspec malig neop lymphoid/histiocytic of intrapelvic nodes
2,93384,B62z200,Unspec malig neop lymphoid/histiocytic of intrathoracic node
2,101465,B62z800,Unspec malig neop lymphoid/histiocytic of multiple sites
2,108037,B62z000,Unspec malig neop lymphoid/histiocytic of unspecified site
2,31794,B627W00,Unspecified B-cell non-Hodgkin's lymphoma
1,53669,J12y.00,Unspecified duodenal ulcer
1,65737,J12yz00,Unspecified duodenal ulcer NOS
1,93436,J12y300,Unspecified duodenal ulcer with haemorrhage and perforation
1,71904,J12y400,Unspecified duodenal ulcer with obstruction
1,657,J12y200,Unspecified duodenal ulcer with perforation
1,71150,J12y000,Unspecified duodenal ulcer without mention of complication
1,53081,J11y.00,Unspecified gastric ulcer
1,44284,J11yz00,Unspecified gastric ulcer NOS
1,57958,J11y100,Unspecified gastric ulcer with haemorrhage
1,73697,J11y400,Unspecified gastric ulcer with obstruction
1,36461,J11y200,Unspecified gastric ulcer with perforation
1,73338,J11y000,Unspecified gastric ulcer without mention of complication
1,63482,J14y.00,Unspecified gastrojejunal ulcer
1,66092,J14yz00,Unspecified gastrojejunal ulcer NOS
1,60346,J14y100,Unspecified gastrojejunal ulcer with haemorrhage
1,15979,J14y200,Unspecified gastrojejunal ulcer with perforation
1,50497,J13y.00,Unspecified peptic ulcer
1,60249,J13yz00,Unspecified peptic ulcer NOS
1,70456,J13y100,Unspecified peptic ulcer with haemorrhage
1,96622,J13y300,Unspecified peptic ulcer with haemorrhage and perforation
1,99670,J13y400,Unspecified peptic ulcer with obstruction
1,64111,J13y200,Unspecified peptic ulcer with perforation
1,67082,J13y000,Unspecified peptic ulcer without mention of complication
1,9013,66AJ.11,Unstable diabetes
1,54600,C10E412,Unstable insulin dependent diabetes mellitus
1,26855,C108400,Unstable insulin dependent diabetes mellitus
1,43921,C10E400,Unstable type 1 diabetes mellitus
1,60107,C108411,Unstable type I diabetes mellitus
1,12590,G58z.11,Weak heart
1,39478,H35y700,Wood asthma
1,100253,J615C00,Xanthomatous portal cirrhosis
1,51166,7A11311,Y graft abdominal Aortic aneurysm
1,92925,7A11211,Y graft of abdominal Aortic aneurysm (emergency)
1,4970,R054.00,[D]Gangrene
1,37750,R054z00,[D]Gangrene NOS
1,53634,R054200,[D]Gangrene of toe in diabetic
1,51634,R054000,"[D]Gangrene, spreading cutaneous"
1,31053,R054300,[D]Widespread diabetic foot gangrene
1,41271,ZV12C00,[V] Personal history of gastric ulcer
2,40561,ZV10711,[V]Personal history of Hodgkin's disease
2,36693,ZV10600,[V]Personal history of leukaemia
2,94597,ZV10611,[V]Personal history of lymphoid leukaemia
2,62814,ZV10000,[V]Personal history of malig neop of gastrointestinal tract
2,64568,ZV10012,[V]Personal history of malig neop of gastrointestinal tract
2,49289,ZV10100,[V]Personal history of malig neop of trachea/bronchus/lung
2,72262,ZV10200,[V]Personal history of malig neop other intrathoracic organ
2,12106,ZV10.00,[V]Personal history of malignant neoplasm
2,61655,ZV10211,[V]Personal history of malignant neoplasm - accessory sinus
2,68018,ZV10011,[V]Personal history of malignant neoplasm of anus
2,35816,ZV10511,[V]Personal history of malignant neoplasm of bladder
2,46282,ZV10y11,[V]Personal history of malignant neoplasm of bone
2,48085,ZV10y12,[V]Personal history of malignant neoplasm of brain
2,16639,ZV10300,[V]Personal history of malignant neoplasm of breast
2,32246,ZV10111,[V]Personal history of malignant neoplasm of bronchus
2,23936,ZV10411,[V]Personal history of malignant neoplasm of cervix uteri
2,103100,ZV10y13,[V]Personal history of malignant neoplasm of eye
2,109429,ZV10412,[V]Personal history of malignant neoplasm of genital organ
2,9444,ZV10400,[V]Personal history of malignant neoplasm of genital organ
2,28881,ZV10513,[V]Personal history of malignant neoplasm of kidney
2,47683,ZV10512,[V]Personal history of malignant neoplasm of kidney
2,57727,ZV10014,[V]Personal history of malignant neoplasm of large intestine
2,43311,ZV10212,[V]Personal history of malignant neoplasm of larynx
2,58177,ZV10015,[V]Personal history of malignant neoplasm of liver
2,29284,ZV10112,[V]Personal history of malignant neoplasm of lung
2,39863,ZV10214,[V]Personal history of malignant neoplasm of nose
2,51001,ZV10016,[V]Personal history of malignant neoplasm of oesophagus
2,52141,ZV10414,[V]Personal history of malignant neoplasm of ovary
2,37306,ZV10415,[V]Personal history of malignant neoplasm of prostate
2,62785,ZV10017,[V]Personal history of malignant neoplasm of rectum
2,47669,ZV10y14,[V]Personal history of malignant neoplasm of skin
2,49447,ZV10018,[V]Personal history of malignant neoplasm of stomach
2,48808,ZV10416,[V]Personal history of malignant neoplasm of testis
2,35771,ZV10y15,[V]Personal history of malignant neoplasm of thyroid
2,45803,ZV10y16,[V]Personal history of malignant neoplasm of tongue
2,99931,ZV10019,[V]Personal history of malignant neoplasm of tongue
2,30322,ZV10500,[V]Personal history of malignant neoplasm of urinary organ
2,46779,ZV10417,[V]Personal history of malignant neoplasm of uterine body
2,110058,ZV10613,[V]Personal history of myeloid leukaemia
2,66457,ZV10y00,[V]Personal history of other specified malignant neoplasm
1,26261,ZV12711,[V]Personal history of peptic ulcer
2,68612,ZV10z00,[V]Personal history of unspecified malignant neoplasm
2,72204,ZV10700,[V]Personal history other lymphatic/haematopoietic neoplasm
1,34944,Eu02z13,[X] Primary degenerative dementia NOS
1,4357,Eu02z14,[X] Senile dementia NOS
1,27759,Eu02z16,"[X] Senile dementia, depressed or paranoid type"
1,4693,Eu02z00,[X] Unspecified dementia
6,97091,ByuC500,[X]2ndry malignant neoplasm/bladder+oth+unsp urinary organs
6,68332,ByuC600,[X]2ndry malignant neoplasm/oth+unspec parts/nervous system
6,66163,ByuC200,[X]2ndry+unspcf malignant neoplasm lymph nodes/multi regions
2,60053,Byu..00,[X]Additional neoplasm classification terms
1,8195,Eu00z11,[X]Alzheimer's dementia unspec
1,102719,Gyu7200,"[X]Aortic aneurysm of unspecified site, nonruptured"
1,102725,Gyu7100,"[X]Aortic aneurysm of unspecified site, ruptured"
1,9565,Eu01.11,[X]Arteriosclerotic dementia
1,73901,Gyu6.00,[X]Cerebrovascular diseases
1,30706,Eu00200,"[X]Dementia in Alzheimer's dis, atypical or mixed type"
1,7664,Eu00.00,[X]Dementia in Alzheimer's disease
1,49263,Eu00000,[X]Dementia in Alzheimer's disease with early onset
1,38678,Eu00100,[X]Dementia in Alzheimer's disease with late onset
1,29386,Eu00z00,"[X]Dementia in Alzheimer's disease, unspecified"
1,12621,Eu02.00,[X]Dementia in other diseases classified elsewhere
1,64267,Eu02y00,[X]Dementia in other specified diseases classif elsewhere
1,52212,Cyu2.00,[X]Diabetes mellitus
2,64515,ByuDC00,"[X]Diffuse non-Hodgkin's lymphoma, unspecified"
6,96751,AyuCB00,"[X]HIV disease result/haematological+immunologic abnorms,NEC"
6,102117,AyuC300,[X]HIV disease resulting in multiple infections
6,69767,AyuC600,[X]HIV disease resulting in other non-Hodgkin's lymphoma
6,102252,AyuCC00,[X]HIV disease resulting in other specified conditions
6,107807,AyuC100,[X]HIV disease resulting in other viral infections
6,104134,AyuC400,[X]HIV disease resulting/other infectious+parasitic diseases
2,103532,K0A5500,[X]Heredtry nephrpthy NEC difus mesangiocapilry glomneph
6,62854,AyuC.00,[X]Human immunodeficiency virus disease
1,106515,Hyu4300,[X]Hypersensitivity pneumonitis due to other organic dusts
1,96630,Gyu6F00,"[X]Intracerebral haemorrhage in hemisphere, unspecified"
2,93665,Byu5300,"[X]Kaposi's sarcoma, unspecified"
1,26270,Eu02500,[X]Lewy body dementia
2,91896,Byu5800,"[X]Mal neoplasm/connective+soft tissue of trunk,unspecified"
2,105072,Byu5500,[X]Mal neoplasm/overlap les/periph nerv+autonomic nerv systm
2,47633,ByuA300,"[X]Malig neopl, overlap lesion brain & other part of CNS"
2,56925,Byu4000,[X]Malignant melanoma of other+unspecified parts of face
2,19444,Byu4100,"[X]Malignant melanoma of skin, unspecified"
2,99096,Byu2300,[X]Malignant neopl/overlapping les/resp+intrathoracic organs
2,40749,Byu3.00,[X]Malignant neoplasm of bone and articular cartilage
2,12499,Byu6.00,[X]Malignant neoplasm of breast
2,40595,Byu2000,"[X]Malignant neoplasm of bronchus or lung, unspecified"
2,35180,Byu1.00,[X]Malignant neoplasm of digestive organs
2,35285,ByuA.00,"[X]Malignant neoplasm of eye, brain and other parts of cent"
2,55588,Byu7300,"[X]Malignant neoplasm of female genital organ, unspecified"
2,40598,Byu7.00,[X]Malignant neoplasm of female genital organs
6,35186,ByuC.00,"[X]Malignant neoplasm of ill-defined, secondary and unspeci"
2,45766,Byu1200,"[X]Malignant neoplasm of intestinal tract, part unspecified"
2,58973,Byu0.00,"[X]Malignant neoplasm of lip, oral cavity and pharynx"
2,45262,Byu8200,"[X]Malignant neoplasm of male genital organ, unspecified"
2,40671,Byu8.00,[X]Malignant neoplasm of male genital organs
2,50292,Byu2500,"[X]Malignant neoplasm of mediastinum, part unspecified"
2,63925,ByuA200,"[X]Malignant neoplasm of meninges, unspecified"
2,40592,Byu5.00,[X]Malignant neoplasm of mesothelial and soft tissue
2,39027,ByuC000,[X]Malignant neoplasm of other specified sites
2,95671,Byu5700,"[X]Malignant neoplasm of peritoneum, unspecified"
2,35325,Byu2.00,[X]Malignant neoplasm of respiratory and intrathoracic orga
2,56121,Byu4300,"[X]Malignant neoplasm of skin, unspecified"
2,45260,Byu9000,"[X]Malignant neoplasm of urinary organ, unspecified"
2,35113,Byu9.00,[X]Malignant neoplasm of urinary tract
2,64497,Byu7000,"[X]Malignant neoplasm of uterine adnexa, unspecified"
2,60162,Byu5A00,[X]Malignant neoplasm overlapping lesion of skin
6,52029,ByuC800,[X]Malignant neoplasm without specification of site
2,43151,Byu3300,"[X]Malignant neoplasm/bone+articular cartilage, unspecified"
2,73296,Byu3100,"[X]Malignant neoplasm/bones+articular cartilage/limb,unspfd"
2,41515,ByuA100,"[X]Malignant neoplasm/central nervous system, unspecified"
2,91457,Byu5900,"[X]Malignant neoplasm/connective + soft tissue,unspecified"
2,86997,Byu2400,[X]Malignant neoplasm/ill-defined sites within resp system
2,68027,ByuA000,[X]Malignant neoplasm/other and unspecified cranial nerves
2,57756,Byu7100,[X]Malignant neoplasm/other specified female genital organs
2,57191,Byu8000,[X]Malignant neoplasm/other specified male genital organs
2,63300,Byu3200,[X]Malignant neoplasm/overlap lesion/bone+articulr cartilage
2,66444,Byu2100,"[X]Malignant neoplasm/overlap lesion/heart,mediastinm+pleura"
6,96226,ByuC100,[X]Malignant neoplasm/overlap lesion/other+ill-defined sites
2,101668,Byu5400,"[X]Malignant neoplasm/peripheral nerves of trunk,unspecified"
2,40740,ByuD.00,"[X]Malignant neoplasms of lymphoid, haematopoietic and rela"
2,63598,ByuE.00,[X]Malignant neoplasms/independent (primary) multiple sites
2,64897,ByuE000,[X]Malignant neoplasms/independent(primary)multiple sites
2,49292,Byu1300,[X]Malignant neoplsm/ill-defin sites within digestive system
2,19144,Byu4.00,[X]Melanoma and other malignant neoplasms of skin
2,21715,Byu5011,[X]Mesothelioma of lung
2,67034,Byu5000,[X]Mesothelioma of other sites
2,30526,Byu5100,"[X]Mesothelioma, unspecified"
1,31016,Eu01300,[X]Mixed cortical and subcortical vascular dementia
1,11175,Eu01100,[X]Multi-infarct dementia
2,7940,ByuDF11,[X]Non-Hodgkin's lymphoma NOS
2,8649,ByuDF00,"[X]Non-Hodgkin's lymphoma, unspecified type"
1,92036,Gyu6600,[X]Occlusion and stenosis of other cerebral arteries
1,90572,Gyu6500,[X]Occlusion and stenosis of other precerebral arteries
3,105611,Gyu9400,[X]Oesophageal varices in diseases classified elsewhere
2,109714,ByuDD00,[X]Oth and unspecif peripheral & cutaneous T-cell lymphomas
2,57184,Byu4200,[X]Oth malignant neoplasm/skin of oth+unspecfd parts of face
2,105025,ByuDA00,"[X]Oth spcf mal neoplsm/lymphoid,haematopoietic+rltd tissue"
2,43415,ByuD000,[X]Other Hodgkin's disease
2,53945,Kyu2000,[X]Other acute renal failure
1,6015,Jyu7100,[X]Other and unspecified cirrhosis of liver
2,53940,Kyu2100,[X]Other chronic renal failure
1,66058,Hyu3000,[X]Other emphysema
1,58706,Nyu4300,[X]Other forms of systemic lupus erythematosus
1,71763,Nyu4500,[X]Other forms of systemic sclerosis
1,53810,Gyu6200,[X]Other intracerebral haemorrhage
2,65165,ByuD900,[X]Other leukaemia of unspecified cell type
2,67029,ByuD500,[X]Other lymphoid leukaemia
2,102688,ByuD400,[X]Other malignant immunoproliferative diseases
2,89762,ByuD700,[X]Other monocytic leukaemia
2,61693,ByuD600,[X]Other myeloid leukaemia
1,93715,Nyu1100,[X]Other seropositive rheumatoid arthritis
2,43490,Byu1100,[X]Other specified carcinomas of liver
1,111096,Gyu6700,[X]Other specified cerebrovascular diseases
1,41686,Cyu2000,[X]Other specified diabetes mellitus
2,89329,ByuD800,[X]Other specified leukaemias
1,73961,Gyu7400,[X]Other specified peripheral vascular diseases
1,70221,Nyu1200,[X]Other specified rheumatoid arthritis
2,64336,ByuD300,[X]Other specified types of non-Hodgkin's lymphoma
1,65745,Gyu6100,[X]Other subarachnoid haemorrhage
2,98596,ByuD200,[X]Other types of diffuse non-Hodgkin's lymphoma
2,67518,ByuD100,[X]Other types of follicular non-Hodgkin's lymphoma
1,55313,Eu01y00,[X]Other vascular dementia
1,105939,Hyu4000,[X]Pneumoconiosis due to other dust containing silica
1,55838,Eu01111,[X]Predominantly cortical dementia
1,25704,Eu00011,"[X]Presenile dementia,Alzheimer's type"
1,43346,Eu00113,"[X]Primary degen dementia of Alzheimer's type, senile onset"
1,60059,Eu00012,"[X]Primary degen dementia, Alzheimer's type, presenile onset"
2,61930,Kyu2.00,[X]Renal failure
1,106440,Nyu1000,[X]Rheumatoid arthritis+involvement/other organs or systems
6,54253,ByuC700,[X]Secondary malignant neoplasm of other specified sites
6,57481,ByuC300,[X]Secondary malignant neoplasm/oth+unspc respiratory organs
6,88022,ByuC400,[X]Secondary malignant neoplasm/oth+unspcfd digestive organs
1,11379,Eu00112,"[X]Senile dementia,Alzheimer's type"
1,56202,Nyu1G00,"[X]Seropositive rheumatoid arthritis, unspecified"
1,108668,Gyu6000,[X]Subarachnoid haemorrhage from other intracranial arteries
1,8934,Eu01200,[X]Subcortical vascular dementia
2,63375,ByuDE00,[X]Unspecified B-cell non-Hodgkin's lymphoma
6,100769,AyuCD00,[X]Unspecified human immunodeficiency virus [HIV] disease
1,6578,Eu01.00,[X]Vascular dementia
1,46488,Eu01000,[X]Vascular dementia of acute onset
1,19393,Eu01z00,"[X]Vascular dementia, unspecified"
